motu_word,frequency,example_reference,english_gloss,notes
haduadia,86,GEN 12:20,,
gad,86,GEN 30:11,,
udugu,86,GEN 45:12,,
matamu,86,GEN 46:4,,
raradia,86,LEV 6:30,,
iehosafat,86,2SA 20:24,,
hadihoa,85,GEN 2:5,,
mata-hanai,85,GEN 16:14,,
veria,85,GEN 19:10,,
nadina,85,GEN 19:26,,
dau,85,GEN 26:11,,
hehuni,85,GEN 31:20,,
ororodia,85,GEN 31:21,,
vabu,85,GEN 38:8,,
daimui,85,GEN 42:38,,
idauna,85,GEN 43:11,,
lebulebu,85,LEV 17:7,,
mailaidia,84,GEN 4:4,,
moalelaia,84,GEN 34:19,,
inaigu,84,EXO 23:22,,
mauana,84,EXO 25:22,,
dorina,83,GEN 11:4,,
dekemui,83,GEN 22:5,,
herea-daena,83,GEN 23:6,,
patadia,83,GEN 31:54,,
badamu,83,GEN 44:20,,
hakaumui,83,GEN 48:21,,
garidia,83,EXO 1:12,,
heboumu,83,NUM 16:45,,
daniel,83,1CH 3:1,,
erena,82,GEN 3:17,,
readia,82,GEN 3:22,,
kerubi,82,GEN 3:24,,
rakaia,82,GEN 12:6,,
aedia,82,GEN 24:32,,
hetaha,82,GEN 27:33,,
negedia,82,GEN 35:2,,
reḡena,82,EXO 19:13,,
daha-rua,82,EXO 38:29,,
tatoiosi,81,GEN 7:13,,
dabuana,81,GEN 9:21,,
noholaia,81,GEN 17:8,,
daha-ta,81,GEN 20:16,,
lohiaia,80,GEN 1:16,,
hereadia,80,GEN 3:1,,
itamu,80,GEN 7:1,,
seridia,80,GEN 24:35,,
anedia,80,GEN 31:27,,
gwauraidia,80,GEN 41:34,,
heḡiḡi,80,EXO 9:9,,
abiamu,80,LEV 4:10,,
koikoidia,80,LEV 17:7,,
gerebu,80,NUM 10:36,,
huahua,79,GEN 1:11,,
lababana,79,GEN 6:15,,
bavabidia,79,GEN 6:19,,
heberon,79,GEN 13:18,,
memero,79,GEN 14:24,,
unuheto,79,GEN 19:18,,
vairamui,79,GEN 40:7,,
eleasara,79,EXO 6:23,,
au-tubua,79,EXO 23:24,,
hane,78,GEN 12:11,,
vahu,78,GEN 47:19,,
daediai,78,EXO 7:19,,
horoa,78,EXO 29:7,,
huahuana,77,GEN 2:17,,
dobu,77,GEN 6:16,,
vamu,77,GEN 9:3,,
kohoro,77,GEN 11:4,,
dan,77,GEN 14:14,,
murimurinai,77,GEN 19:16,,
hahedika,77,GEN 19:19,,
unukahana,77,GEN 35:21,,
huina,77,GEN 41:14,,
hahedinaraia,77,GEN 43:6,,
hairai,77,1KI 3:13,,
simona,77,MAT 4:18,,
nanamo,76,GEN 1:31,,
ha-aukaia,76,GEN 18:27,,
ame,76,GEN 24:13,,
dagi,76,GEN 40:21,,
taidia,76,GEN 50:10,,
gorerena,76,EXO 5:3,,
gwauraiamu,76,1SA 9:9,,
metau,75,GEN 4:13,,
adorahi,75,GEN 8:11,,
avabia,75,GEN 16:2,,
matamata,75,GEN 17:12,,
hamaorolaidia,75,GEN 24:28,,
manu,74,GEN 1:20,,
bavani,74,GEN 2:16,,
betele,74,GEN 12:8,,
bogaia,74,GEN 18:24,,
gabua,74,GEN 19:3,,
mimia,74,GEN 24:25,,
masemu,74,GEN 25:32,,
kekenina,74,GEN 28:9,,
ḡaraḡara,74,GEN 31:40,,
puse,74,GEN 42:25,,
maraḡina,73,GEN 1:16,,
imea,73,GEN 2:8,,
senedia,73,GEN 4:20,,
laohai,73,GEN 14:18,,
diaḡau,73,GEN 17:4,,
hebouva,73,GEN 19:11,,
hane-ulato,73,GEN 24:5,,
inaidia,73,GEN 24:60,,
tamamui,73,GEN 31:5,,
itotohi,73,GEN 38:18,,
laḡa-ani,73,GEN 49:15,,
hahehisi,73,EXO 7:13,,
lagau-hanai,73,EXO 12:21,,
henudiai,73,EXO 26:19,,
lebanon,73,DEU 1:7,,
haduaia,72,GEN 2:16,,
hadikaia,72,GEN 5:29,,
sida,72,GEN 6:14,,
hadokoa,72,GEN 8:2,,
sekem,72,GEN 12:6,,
tomava,72,GEN 26:8,,
iḡui,72,GEN 37:7,,
hereadiamu,72,GEN 48:22,,
imamui,72,EXO 3:21,,
dubuna,72,EXO 13:21,,
momokanimu,72,DEU 8:19,,
daiutuna,72,JDG 3:24,,
basileiana,72,1SA 15:28,,
daenai,71,GEN 1:6,,
manudia,71,GEN 1:21,,
loa,71,GEN 4:12,,
bada-hereana,71,GEN 7:11,,
orena,71,GEN 24:20,,
inu,71,GEN 24:22,,
efa,71,GEN 25:4,,
peva,71,GEN 27:3,,
varamu,71,GEN 49:22,,
lepra,71,EXO 4:6,,
mari,71,EXO 28:30,,
gima,71,LEV 8:35,,
hahebua-tari,71,1CH 21:12,,
havaraiamu,71,NEH 13:18,,
mara,70,GEN 3:16,,
ohena,70,GEN 6:16,,
padadiai,70,GEN 10:12,,
edeheto,70,GEN 12:19,,
habou,70,GEN 15:10,,
matagu,70,GEN 31:40,,
ḡovaia,70,GEN 38:14,,
ara,70,EXO 3:3,,
udumu,70,EXO 4:12,,
hadibadia,70,EXO 6:3,,
helaimu,70,EXO 11:5,,
laloma,70,EXO 28:26,,
ḡuḡuru,69,GEN 2:1,,
oma,69,GEN 3:19,,
larebaia,69,GEN 8:20,,
sinahu-rua,69,GEN 11:19,,
gwaua,69,EXO 10:17,,
kwara,69,EXO 28:4,,
iehu,69,1KI 16:1,,
maria,69,MAT 1:16,,
sivaraidia,68,GEN 6:4,,
gurina,68,GEN 16:7,,
huri,68,GEN 18:4,,
padadia,68,GEN 32:16,,
ireḡuna,68,GEN 39:5,,
dadidadi,68,GEN 49:5,,
kwabukwabudia,68,LEV 26:39,,
balaam,68,NUM 22:5,,
auridia,68,1SA 13:20,,
roboadia,67,GEN 4:4,,
hitu-ahui,67,GEN 5:12,,
sinahu,67,GEN 7:6,,
daigu,67,GEN 17:4,,
hanaia,67,GEN 18:11,,
midian,67,GEN 25:2,,
goadadia,67,GEN 30:41,,
kehere,67,GEN 40:11,,
uro,67,LEV 2:7,,
abnere,67,1SA 14:50,,
sedekia,67,1KI 22:11,,
selah,67,PSA 3:2,,
suke,66,GEN 3:7,,
rogorogo,66,GEN 3:16,,
hadarerea,66,GEN 4:7,,
hamomokania,66,GEN 6:18,,
noga,66,GEN 9:24,,
inaimu,66,GEN 14:20,,
abimelek,66,GEN 20:2,,
henanadai,66,GEN 25:22,,
heuduguirai,66,GEN 27:13,,
lalo-hisihisi,66,GEN 35:18,,
dabaia,66,GEN 37:23,,
nau,66,EXO 16:16,,
asa,66,1KI 15:8,,
haridia,65,GEN 1:4,,
ihahanina,65,GEN 1:19,,
laḡa,65,GEN 2:2,,
miava,65,GEN 2:5,,
ilao-henina,65,GEN 3:24,,
karoho,65,GEN 10:18,,
edeede,65,GEN 14:4,,
loḡora,65,GEN 14:16,,
hakaugu,65,GEN 24:7,,
herevalai,65,GEN 28:15,,
heimodai,65,GEN 29:35,,
kekeni,65,GEN 30:21,,
henao,65,GEN 30:33,,
henega,65,GEN 37:18,,
dauha,65,EXO 8:28,,
io,65,NUM 25:7,,
pilato,65,MAT 27:2,,
bavania,64,GEN 2:17,,
mailai,64,GEN 4:3,,
tauratoi-ahui,64,GEN 5:15,,
daiutu,64,GEN 6:14,,
kakana,64,GEN 10:21,,
abram,64,GEN 11:9,,
damasko,64,GEN 14:15,,
iseda,64,GEN 34:23,,
dabu,64,GEN 41:31,,
dai-hanai,64,EXO 5:3,,
ubu-ubu,64,EXO 13:2,,
latamui,64,EXO 32:29,,
maḡudia,64,LEV 25:31,,
morodekai,64,EZR 2:2,,
iobu,64,JOB 1:1,,
imeana,63,GEN 2:10,,
hunia,63,GEN 4:14,,
gaga,63,GEN 13:10,,
vairadia,63,EXO 14:19,,
hahegari,63,EXO 23:27,,
haniosi,63,EXO 25:12,,
kara-dika,63,EXO 34:7,,
turo,63,JOS 19:29,,
samson,63,JDG 13:24,,
dabumu,63,1SA 2:8,,
ravana,62,GEN 7:7,,
doridia,62,GEN 7:20,,
olive,62,GEN 8:11,,
basiema,62,GEN 17:14,,
rata,62,GEN 18:8,,
ieriko,62,NUM 22:1,,
hisiu,61,GEN 1:16,,
daua,61,GEN 3:3,,
komu,61,GEN 3:8,,
garamu,61,GEN 3:15,,
latana,61,GEN 6:15,,
hanamomu,61,GEN 12:2,,
noimumu,61,GEN 16:2,,
ḡahu,61,GEN 18:27,,
gariva,61,GEN 19:30,,
loulou,61,GEN 24:20,,
basia,61,GEN 24:50,,
nama,61,GEN 30:30,,
hamiroa,61,GEN 37:31,,
korikorina,61,EXO 5:14,,
keto,61,LEV 26:36,,
basan,61,NUM 21:33,,
ava,60,GEN 1:11,,
kekero,60,GEN 9:21,,
taora,60,GEN 11:2,,
hiti,60,GEN 15:20,,
hituosi,60,GEN 21:30,,
bavatoa,60,GEN 24:2,,
kahudia,60,GEN 24:59,,
kakakakana,60,GEN 25:30,,
ihadikadia,60,EXO 5:19,,
gohu,60,EXO 7:19,,
tau-anidia,60,LEV 11:25,,
nebukadnesara,60,2KI 24:1,,
kopidia,59,GEN 3:21,,
noa,59,GEN 5:29,,
dokodia,59,GEN 6:13,,
kehoa,59,GEN 8:6,,
heatolaia,59,GEN 12:15,,
kamelo,59,GEN 12:16,,
dadi,59,GEN 14:11,,
ismael,59,GEN 16:11,,
taurahani,59,GEN 17:12,,
rani,59,GEN 19:2,,
hahelao,59,GEN 19:26,,
reana,59,GEN 24:5,,
seia,59,GEN 24:18,,
hitolo,59,GEN 41:36,,
bali,59,EXO 9:31,,
roho-mauri,59,NUM 35:6,,
hedinaraimu,59,DEU 26:3,,
sadok,59,2SA 8:17,,
i,58,GEN 6:2,,
laurabada,58,EXO 10:13,,
hahetohoa,58,EXO 16:18,,
hahebade,58,EXO 23:1,,
taubu,58,LEV 5:2,,
iosia,58,1KI 13:2,,
toadia,57,GEN 1:14,,
halaomu,57,GEN 12:2,,
bogaragina,57,GEN 15:14,,
bamodia,57,GEN 18:16,,
raraia,57,GEN 24:21,,
laban,57,GEN 24:29,,
aonegana,57,GEN 25:27,,
hanohodia,57,LEV 23:43,,
amen,57,NUM 5:22,,
gideon,57,JDG 6:10,,
isaia,57,2KI 19:2,,
adavamu,56,GEN 3:16,,
tubuna,56,GEN 11:31,,
gogo,56,GEN 31:46,,
heniva,56,GEN 35:8,,
naria,56,GEN 43:9,,
kohuna,56,EXO 25:39,,
hegwau,56,LEV 4:20,,
ha-oredia,56,LEV 26:6,,
inaina,56,NUM 24:8,,
bani,56,NUM 35:20,,
aegu,56,DEU 2:28,,
ḡuidia,56,JDG 15:4,,
eseta,56,EST 2:7,,
gabeamo,55,GEN 10:18,,
heai,55,GEN 13:7,,
kohua,55,GEN 19:30,,
herahera,55,GEN 24:53,,
tahoa,55,GEN 37:22,,
boga,55,GEN 49:5,,
noho-hedoa,55,EXO 2:22,,
badidia,55,EXO 27:10,,
moalelaiamu,55,1SA 2:1,,
satana,55,1CH 21:1,,
dika-rohorohodia,55,PRO 26:25,,
gaigai,54,GEN 3:1,,
ginimu,54,GEN 3:3,,
laoa,54,GEN 3:24,,
basinama,54,GEN 4:7,,
kahira,54,GEN 12:11,,
mikamika,54,GEN 14:18,,
abigu,54,GEN 24:7,,
namo-hereadia,54,GEN 24:53,,
napatali,54,GEN 30:8,,
hadai,54,GEN 33:17,,
hata,54,GEN 41:19,,
flaoana,54,EXO 12:15,,
aradia,54,EXO 15:7,,
duahia,54,EXO 24:7,,
hairaidia,54,EXO 28:40,,
bibinadia,54,DEU 23:23,,
asaria,54,1KI 4:2,,
hahonua,53,GEN 1:28,,
sidono,53,GEN 10:15,,
hatubua,53,GEN 19:3,,
patapata,53,GEN 19:9,,
bamomu,53,GEN 24:8,,
vaḡeḡe,53,GEN 26:14,,
vanahana,53,GEN 27:30,,
simeon,53,GEN 29:33,,
bubua,53,GEN 42:35,,
kahua,53,GEN 42:38,,
piua,53,GEN 45:16,,
uduguiraia,53,EXO 21:17,,
tahudia,53,LEV 16:8,,
diarina,53,NUM 6:25,,
murigu,53,JDG 3:28,,
rehoboam,53,1KI 11:43,,
hamana,53,EST 3:1,,
ita-itana,52,GEN 3:6,,
hahitu,52,GEN 4:15,,
matauraia,52,GEN 16:4,,
bogagu,52,GEN 19:19,,
lahina,52,GEN 22:3,,
dibamai,52,GEN 29:5,,
sebulun,52,GEN 30:20,,
rakatanigu,52,GEN 44:28,,
taiana,52,EXO 4:11,,
laloamu,52,EXO 6:5,,
muramurana,52,EXO 12:15,,
abimui,52,EXO 19:4,,
nahuamui,52,EXO 19:12,,
laulauna,52,EXO 20:4,,
gwau-edeede,52,LEV 26:13,,
vareaimu,52,DEU 8:7,,
paka,52,DEU 21:1,,
gibea,52,JOS 15:57,,
hatorea,52,2SA 12:17,,
kaukauna,51,GEN 1:9,,
igimana,51,GEN 4:9,,
daradara,51,GEN 11:9,,
idiba,51,GEN 13:9,,
tataudia,51,GEN 17:23,,
digarana,51,GEN 18:7,,
monidia,51,GEN 20:16,,
ene,51,GEN 21:29,,
ihanamona,51,GEN 24:49,,
huidia,51,GEN 31:19,,
davari,51,GEN 42:35,,
hadibalaidia,51,EXO 18:20,,
heude-heude,51,JDG 5:4,,
sekaria,51,2KI 14:29,,
dobimu,51,JOB 14:18,,
koudia,50,GEN 7:16,,
garadia,50,GEN 10:1,,
hakarohodia,50,GEN 11:8,,
badibadidiai,50,GEN 18:8,,
maoromaorodia,50,GEN 18:19,,
turana,50,GEN 26:26,,
kahikahi,50,GEN 27:41,,
matamaia,50,GEN 44:12,,
latamu,50,EXO 8:4,,
hosi-gui,50,EXO 14:17,,
oremu,50,EXO 15:7,,
hekei,50,EXO 19:14,,
taravatudia,50,EXO 21:1,,
hidiodia,50,LEV 7:15,,
duanaidia,50,NUM 1:50,,
raka-vareaina,50,JOS 13:5,,
iudea,50,2SA 5:5,,
iehoiada,50,2SA 8:18,,
ha-orea,50,2SA 14:7,,
heuda-hanai,50,JOB 24:15,,
taihuna,49,GEN 4:22,,
amalek,49,GEN 14:7,,
buruka,49,GEN 18:11,,
gwau-hamata,49,GEN 21:1,,
haḡuḡurua,49,GEN 43:10,,
heuda,49,GEN 43:21,,
hereaia,49,GEN 48:19,,
bada-ranuna,49,EXO 3:8,,
lalo-namo,49,EXO 33:13,,
urava,49,EXO 36:2,,
sisina,49,LEV 13:3,,
imeadia,49,NUM 16:14,,
louloumu,49,NUM 29:11,,
herod,49,MAT 2:1,,
ranudia,48,GEN 1:7,,
aitala,48,GEN 4:8,,
sinahu-toi,48,GEN 5:22,,
haraḡa-haraḡa,48,GEN 18:7,,
ḡuria,48,GEN 20:17,,
rahela,48,GEN 29:6,,
asere,48,GEN 30:13,,
nala,48,GEN 32:10,,
hoi,48,GEN 41:57,,
manoka,48,GEN 42:9,,
haloua,48,GEN 42:28,,
diravadia,48,EXO 12:12,,
dadaraidia,48,EXO 16:28,,
taboro,48,EXO 22:29,,
mata-kepulu,48,LEV 19:14,,
kunu,48,LEV 25:19,,
iesrele,48,JOS 15:56,,
iese,48,RUT 4:17,,
helene,48,PSA 11:6,,
bapatiso,48,MAT 3:1,,
gitara,47,GEN 4:21,,
sodoma,47,GEN 10:19,,
dogoa,47,GEN 21:18,,
basiola,47,GEN 24:8,,
hodu,47,GEN 24:14,,
metaudia,47,GEN 24:22,,
tubumu,47,GEN 28:2,,
hahemaraia,47,GEN 34:5,,
ruhaia,47,GEN 43:14,,
taimu,47,EXO 3:7,,
mea,47,EXO 7:11,,
koro,47,EXO 25:18,,
tataia,47,LEV 4:2,,
inaimui,47,LEV 26:7,,
basileiadia,47,DEU 3:21,,
benaia,47,DEU 19:12,,
gibeon,47,JOS 9:3,,
tax,47,1SA 17:25,,
toretore,47,2SA 8:17,,
vanaḡi,47,ISA 33:21,,
serina,46,GEN 4:4,,
ulatodia,46,GEN 6:2,,
muri,46,GEN 9:23,,
gohuna,46,GEN 14:3,,
biagugu,46,GEN 16:8,,
siahu-idoinai,46,GEN 28:3,,
taiadia,46,GEN 35:4,,
betelehem,46,GEN 35:19,,
baoma,46,GEN 37:14,,
boiboi,46,GEN 41:43,,
monina,46,GEN 44:2,,
kohat,46,GEN 46:11,,
aemu,46,EXO 3:5,,
simei,46,EXO 6:17,,
tahodia,46,EXO 15:1,,
hanidia,46,EXO 19:4,,
hodoa,46,EXO 19:13,,
ihareha,46,EXO 22:22,,
ḡovadia,46,EXO 25:13,,
lababa,46,EXO 25:17,,
doa,46,EXO 27:2,,
dagina,46,EXO 29:9,,
laumadia,46,EXO 35:21,,
mirona,46,LEV 5:2,,
gimaia,46,NUM 1:50,,
matauraiamu,46,NUM 15:30,,
harorolai,46,DEU 1:1,,
hanaimu,46,2SA 5:24,,
daiutudia,46,1KI 6:5,,
hasatauroa,46,MAT 20:19,,
oromana,45,GEN 1:2,,
bamogu,45,GEN 3:12,,
haḡerea,45,GEN 4:4,,
adavagu,45,GEN 4:23,,
iebusu,45,GEN 10:16,,
tamamai,45,GEN 20:12,,
maurina,45,GEN 25:6,,
sinamu,45,GEN 27:29,,
hamaoromu,45,GEN 31:16,,
rigina,45,GEN 40:10,,
kudoudia,45,GEN 42:28,,
rerue,45,GEN 45:19,,
digu,45,EXO 2:5,,
kwadi,45,EXO 10:4,,
hekaha,45,EXO 18:4,,
ane-abi,45,1KI 10:12,,
koikoimu,45,1KI 14:6,,
sisigadia,45,1KI 14:19,,
dibada,45,2KI 7:13,,
boroma,44,GEN 6:7,,
dihova,44,GEN 7:12,,
daimu,44,GEN 12:3,,
hanamoamu,44,GEN 17:20,,
helaiva,44,GEN 18:1,,
hado,44,GEN 26:12,,
lolololo,44,GEN 27:34,,
isakara,44,GEN 30:18,,
gabedia,44,GEN 30:33,,
matamatadia,44,GEN 30:37,,
hururu-hururuna,44,EXO 3:2,,
hetoa,44,EXO 19:12,,
ḡiniḡini,44,EXO 22:6,,
herevalaidia,44,EXO 23:13,,
heato,44,EXO 26:19,,
ḡiḡia,44,EXO 32:20,,
balak,44,NUM 22:2,,
doua,44,JOS 6:24,,
duanaia,44,JOS 7:14,,
mika,44,JDG 17:1,,
ahasia,44,1KI 22:40,,
ahasa,44,2KI 15:38,,
tatoi,43,GEN 6:10,,
ibouboudiai,43,GEN 7:15,,
iduaradia,43,GEN 8:2,,
pune,43,GEN 8:8,,
keru,43,GEN 8:22,,
gabeai,43,GEN 11:6,,
laodia,43,GEN 11:6,,
peritomedia,43,GEN 17:10,,
itagu,43,GEN 19:19,,
baiama,43,GEN 24:5,,
guridia,43,GEN 26:15,,
latagu,43,GEN 27:13,,
hegogo,43,GEN 29:3,,
hasinadoa,43,GEN 42:9,,
hamaurimui,43,GEN 45:7,,
kara-rea,43,LEV 4:3,,
reaia,43,LEV 26:44,,
tauda,43,NUM 32:4,,
ikoukoudia,43,DEU 3:5,,
sinagu,43,JOS 2:13,,
idoa,43,JOS 23:13,,
semaia,43,1KI 12:22,,
amasia,43,2KI 12:21,,
henu,42,GEN 1:7,,
iha-imana,42,GEN 1:23,,
gadodia,42,GEN 2:23,,
ihavarana,42,GEN 3:6,,
sinahu-tauratoi,42,GEN 8:13,,
havahua,42,GEN 14:7,,
hadikadia,42,GEN 19:8,,
maoromaorona,42,GEN 20:5,,
rigi,42,GEN 30:38,,
mispa,42,GEN 31:49,,
daidia,42,GEN 33:5,,
kahira-kahira,42,GEN 38:27,,
une,42,GEN 41:31,,
dudui,42,EXO 17:12,,
rea,42,EXO 23:21,,
bebeka-bebekana,42,LEV 1:3,,
varavarada,42,DEU 2:8,,
seneda,42,DEU 6:23,,
gilgal,42,JOS 4:19,,
gata,42,JOS 11:22,,
ioasa,42,JDG 6:11,,
natan,42,2SA 5:14,,
honumu,42,JOB 14:1,,
heatu,41,GEN 4:8,,
verina,41,GEN 6:2,,
bamoa,41,GEN 13:5,,
muridia,41,GEN 14:14,,
maorona,41,GEN 15:6,,
tubua,41,GEN 18:1,,
siahudia,41,GEN 19:24,,
lailaia,41,GEN 24:31,,
moalemu,41,GEN 30:13,,
ege,41,GEN 37:25,,
uhe,41,GEN 47:19,,
hehunidia,41,GEN 49:5,,
hamaurimu,41,EXO 9:16,,
hedibaḡani,41,EXO 17:7,,
habadelaia,41,EXO 20:16,,
rimono,41,EXO 28:33,,
ḡaukarana,41,EXO 36:3,,
tata,41,LEV 4:13,,
loumu,41,LEV 11:4,,
kaleb,41,NUM 13:6,,
daha-hani,41,NUM 16:49,,
hehunina,41,DEU 27:15,,
dadaraiamu,41,DEU 27:15,,
harorolaia,41,PSA 2:7,,
durua,40,GEN 2:20,,
mia-hanaihanai,40,GEN 9:16,,
varona,40,GEN 14:23,,
amu,40,GEN 19:28,,
doana,40,GEN 22:13,,
hadibagu,40,GEN 31:27,,
unuhetomadia,40,GEN 41:19,,
hora,40,EXO 9:18,,
tohoa,40,EXO 10:28,,
karoaia,40,LEV 5:11,,
iḡuidia,40,LEV 10:6,,
hiriria,40,LEV 25:9,,
gwarume,40,NUM 11:5,,
goada-herea,40,JDG 6:12,,
anivaga,40,1SA 7:6,,
badinaiamu,40,1KI 8:23,,
bania,40,2CH 34:8,,
adam,39,GEN 2:3,,
hadoa,39,GEN 9:20,,
hamat,39,GEN 10:18,,
seiri,39,GEN 14:6,,
ulato,39,GEN 19:8,,
halahe,39,GEN 19:16,,
butudia,39,GEN 20:8,,
tadikakamu,39,GEN 27:29,,
koia,39,GEN 30:24,,
ihanamodia,39,GEN 31:43,,
ihanamolaina,39,GEN 31:54,,
peritome,39,GEN 34:17,,
heautania,39,GEN 35:1,,
bosea,39,GEN 40:18,,
hereamu,39,GEN 41:40,,
ubudia,39,GEN 43:24,,
merari,39,GEN 46:11,,
sinai,39,EXO 16:1,,
utudia,39,EXO 34:4,,
uraheni,39,EXO 34:6,,
rohea,39,EXO 35:31,,
hanina,39,LEV 1:17,,
gida,39,LEV 10:1,,
sihon,39,NUM 21:20,,
kavamu,39,JDG 12:4,,
eli,39,1SA 1:3,,
magu,39,2SA 11:21,,
parasa,39,1CH 29:7,,
filipo,39,MAT 10:3,,
etiopia,38,GEN 2:13,,
turiana,38,GEN 2:21,,
hidiona,38,GEN 2:23,,
harana,38,GEN 6:15,,
raro,38,GEN 11:3,,
senena,38,GEN 11:9,,
sara,38,GEN 17:15,,
ihataurahanina,38,GEN 21:4,,
abi-hidi,38,GEN 24:14,,
ḡavaia,38,GEN 31:23,,
haheḡoeva,38,GEN 35:2,,
kora,38,GEN 36:5,,
gereson,38,GEN 46:11,,
sisia,38,EXO 11:7,,
tutuka-tutuka,38,EXO 14:13,,
heloḡo-heloḡo,38,EXO 32:17,,
igimadia,38,NUM 14:9,,
hesebon,38,NUM 21:25,,
puki,38,JDG 6:21,,
hatai-hatai,38,1SA 10:5,,
havava,38,2SA 1:10,,
dibaka,38,2SA 11:16,,
hilkia,38,2KI 18:18,,
iehoiakim,38,2KI 23:34,,
abiabiraia,38,PSA 78:22,,
biru,37,GEN 2:15,,
matamui,37,GEN 3:5,,
ona,37,GEN 7:5,,
sela,37,GEN 10:24,,
sinahu-hani,37,GEN 11:13,,
varavara,37,GEN 13:8,,
lalomai,37,GEN 26:28,,
iutuna,37,GEN 30:14,,
baitala,37,GEN 34:16,,
heḡaeḡaelaia,37,GEN 46:29,,
imodaimu,37,GEN 47:25,,
hekara,37,EXO 8:10,,
kahu,37,EXO 9:9,,
duduia,37,EXO 9:22,,
gageva-gageva,37,EXO 18:21,,
hekou,37,EXO 27:8,,
iahi,37,LEV 4:12,,
tano-ḡaḡaena,37,LEV 7:38,,
rama,37,JOS 18:25,,
domaga-ta,37,JDG 8:10,,
dibaia,37,JDG 19:22,,
uria,37,2SA 11:3,,
laloda,37,1KI 8:58,,
hahemaraidia,37,JOB 40:11,,
raumu,36,GEN 1:24,,
ihatauratoina,36,GEN 1:31,,
papa,36,GEN 3:5,,
hahanea,36,GEN 4:26,,
eredia,36,GEN 11:1,,
lot,36,GEN 11:27,,
karagu,36,GEN 12:18,,
darere,36,GEN 14:10,,
rebeka,36,GEN 22:23,,
tadikakadia,36,GEN 25:18,,
gaba,36,GEN 31:27,,
kohorona,36,GEN 31:49,,
ihadikagu,36,GEN 31:52,,
hamaorolaimui,36,GEN 37:6,,
babalau,36,GEN 41:8,,
ḡuia,36,GEN 42:24,,
senemai,36,GEN 46:34,,
nariamu,36,GEN 49:18,,
gwaudia,36,EXO 2:19,,
ginigini,36,EXO 3:2,,
haba,36,EXO 14:22,,
ḡeḡea,36,EXO 19:12,,
matauraidia,36,EXO 20:12,,
ḡiḡidia,36,EXO 23:24,,
kakakakadia,36,EXO 25:4,,
isedia,36,EXO 26:6,,
hairaimu,36,EXO 33:18,,
rohe,36,LEV 19:31,,
halaoamu,36,LEV 27:11,,
moia,36,DEU 1:36,,
momokanina,36,DEU 25:13,,
rakava,36,DEU 33:3,,
hekida,36,JDG 5:27,,
nadi-gini,36,1SA 2:2,,
sene,36,1SA 14:4,,
ḡaunaia,36,1KI 8:36,,
hahemanau,36,2KI 22:19,,
gadobada,35,GEN 1:2,,
aine,35,GEN 1:3,,
abata,35,GEN 7:11,,
ihagwautana,35,GEN 8:5,,
ariarana,35,GEN 10:11,,
hahisidia,35,GEN 12:17,,
tamaka,35,GEN 14:23,,
gabe,35,GEN 34:23,,
hanamomui,35,GEN 48:20,,
geda,35,GEN 49:4,,
ha-aukadia,35,GEN 49:24,,
hahidaosi,35,EXO 9:19,,
masemase,35,EXO 10:20,,
anianina,35,EXO 16:32,,
ihenina,35,EXO 21:10,,
lada,35,EXO 28:10,,
varodia,35,EXO 28:14,,
kopi,35,LEV 11:32,,
ḡoeva-daena,35,LEV 24:7,,
hebubu,35,LEV 26:30,,
hagaridia,35,LEV 26:36,,
gabena,35,NUM 2:31,,
gwadaia,35,NUM 11:8,,
hepapahuahu,35,DEU 21:5,,
daha-ima,35,JDG 8:10,,
oromadia,35,JDG 8:18,,
boa,35,RUT 2:1,,
ḡanaḡana,35,1SA 15:11,,
vasimu,35,1SA 17:45,,
moaledia,35,1SA 18:6,,
iona,35,1SA 18:10,,
balaheni,35,2SA 10:12,,
asaf,35,2KI 18:18,,
taona,35,ISA 16:3,,
nasaret,35,MAT 2:18,,
eufrate,34,GEN 2:14,,
taurahani-ta,34,GEN 5:27,,
hona,34,GEN 6:3,,
utu-utu,34,GEN 6:17,,
hetura,34,GEN 14:13,,
ḡauka,34,GEN 18:3,,
hereva-hereva,34,GEN 18:33,,
vadivadi,34,GEN 21:1,,
tabe,34,GEN 21:28,,
bainato,34,GEN 24:14,,
hisimu,34,GEN 24:14,,
durugu,34,GEN 27:20,,
isiaimu,34,GEN 27:29,,
henidiava,34,GEN 28:8,,
vaia,34,GEN 31:35,,
sera,34,GEN 36:13,,
doki,34,GEN 38:14,,
varo,34,GEN 38:28,,
heiri-heiri,34,GEN 45:24,,
tubuana,34,GEN 48:14,,
ala,34,GEN 49:27,,
ḡoevaḡoevana,34,EXO 27:20,,
iniheto,34,EXO 33:7,,
hereana,34,EXO 37:23,,
hiriri,34,LEV 25:9,,
pararamu,34,DEU 32:28,,
ihamauridia,34,JDG 3:9,,
baitama,34,JDG 11:9,,
habou-habou,34,1KI 7:51,,
nebukadresara,34,JER 21:2,,
banaba,34,ACT 4:36,,
rere,33,GEN 1:5,,
nonoho,33,GEN 3:7,,
sinahu-hitu,33,GEN 5:26,,
sinahu-ima,33,GEN 5:30,,
vanegai,33,GEN 8:21,,
haria,33,GEN 10:25,,
murimu,33,GEN 17:7,,
gigini,33,GEN 18:2,,
banava,33,GEN 19:14,,
bere-sieba,33,GEN 21:14,,
kakamu,33,GEN 27:6,,
aiona,33,GEN 27:16,,
tahu,33,GEN 31:32,,
gwaumu,33,GEN 31:42,,
